dist_km,ele,grade_pct,asym_power,asym_speed,gordon_power,gordon_speed
0.014,401.6,-4.1,262.7,11.0,252.1,10.9
0.051,401.4,-0.5,242.7,24.4,212.6,23.9
0.081,401.2,-0.7,228.3,28.5,191.3,27.5
0.119,401.0,-0.5,210.3,30.8,179.7,29.5
0.140,400.8,-1.0,197.2,32.2,173.2,30.9
0.156,400.6,-1.3,186.1,33.1,167.7,31.8
0.191,400.0,-1.7,171.4,34.3,160.6,33.1
0.211,399.4,-3.1,150.2,35.9,151.1,34.8
0.270,398.6,-1.3,146.3,36.9,148.7,36.1
0.388,397.0,-1.4,141.1,37.4,145.3,37.0
0.409,396.8,-1.0,141.0,37.5,144.5,37.3
0.428,396.6,-1.0,142.8,37.4,145.0,37.2
0.447,396.4,-1.1,143.7,37.3,145.2,37.2
0.467,395.8,-3.1,131.3,37.8,140.7,37.7
0.487,395.2,-2.9,123.9,38.8,138.1,38.8
0.508,394.6,-2.9,115.5,39.6,135.2,39.7
0.597,393.4,-1.3,121.7,39.4,136.3,39.7
0.620,393.2,-0.9,130.1,38.6,138.6,39.0
0.825,393.0,-0.1,164.6,36.2,152.7,36.2
0.934,391.8,-1.1,164.9,35.0,155.1,34.5
0.956,392.0,0.9,168.1,35.4,156.4,34.8
1.035,393.8,2.3,212.2,32.1,180.8,31.0
1.055,394.0,1.0,227.5,29.4,193.9,27.8
1.108,393.6,-0.7,207.6,30.9,180.3,29.3
1.131,393.0,-2.6,180.0,33.4,165.7,31.9
1.166,392.2,-2.3,157.7,35.5,155.0,34.2
1.191,391.6,-2.4,143.5,37.0,148.6,36.0
1.230,390.6,-2.6,128.3,38.2,142.0,37.5
1.282,388.6,-3.8,102.1,40.4,132.3,40.1
1.320,387.8,-2.1,95.1,41.6,128.9,41.8
1.495,383.2,-2.6,89.0,41.9,125.3,42.8
1.523,383.0,-0.7,97.1,41.7,126.1,43.1
1.550,382.8,-0.7,110.4,40.5,129.6,41.9
1.659,381.4,-1.3,123.4,39.2,133.9,40.5
1.683,381.2,-0.8,133.3,38.3,137.6,39.4
1.708,381.4,0.8,148.6,37.2,142.9,38.2
1.743,381.2,-0.6,156.4,36.2,146.5,37.0
1.766,381.0,-0.9,157.1,36.0,147.5,36.6
1.873,380.4,-0.6,162.0,35.7,150.9,35.9
1.898,380.2,-0.8,163.6,35.4,152.7,35.3
1.996,379.6,-0.6,164.6,35.4,153.8,35.1
2.020,379.4,-0.8,164.1,35.4,154.1,35.0
2.139,378.8,-0.5,166.9,35.2,155.7,34.7
2.163,378.6,-0.8,166.6,35.1,156.0,34.5
2.364,375.2,-1.7,140.6,36.9,145.0,36.6
2.389,375.0,-0.8,134.3,38.2,141.3,38.3
2.468,373.6,-1.8,130.1,38.3,139.5,38.5
2.560,372.8,-0.9,138.1,38.0,141.8,38.2
2.585,372.6,-0.8,146.2,37.1,144.7,37.3
2.641,373.2,1.1,172.6,35.3,155.7,35.4
2.661,373.8,3.1,207.2,32.6,173.2,32.3
2.680,374.0,1.0,211.3,31.4,176.8,30.8
2.699,374.2,1.1,214.7,31.1,179.9,30.2
2.718,374.8,3.2,228.6,30.1,192.8,29.0
2.763,376.4,3.5,240.3,27.3,215.1,26.0
2.790,377.2,3.0,248.3,25.1,231.4,23.5
2.825,377.8,1.7,245.6,25.1,224.7,23.7
2.843,378.4,3.3,248.6,25.2,231.0,23.8
2.861,378.8,2.2,247.7,24.9,228.7,23.5
2.887,379.2,1.5,244.6,25.4,222.3,24.0
2.913,379.6,1.6,241.8,26.1,217.0,24.7
2.947,379.4,-0.6,230.0,28.0,197.0,26.5
2.966,379.0,-2.1,205.4,30.7,178.3,29.1
2.997,377.6,-4.5,164.4,34.1,158.1,32.8
3.069,374.2,-4.7,104.2,39.6,134.3,39.0
3.246,366.2,-4.5,42.3,45.4,114.2,46.3
3.266,366.0,-1.0,35.0,47.3,110.2,49.3
3.477,366.4,0.2,128.2,40.6,134.5,42.0
3.508,366.8,1.3,187.7,33.8,159.4,34.4
3.539,367.0,0.6,196.9,32.7,165.8,32.8
3.560,366.8,-1.0,191.2,32.8,164.6,32.6
3.593,366.6,-0.6,183.8,33.5,162.4,33.1
3.663,364.8,-2.6,150.6,35.9,149.2,35.4
3.687,364.2,-2.5,129.3,38.3,140.9,38.0
3.712,363.6,-2.4,122.1,39.0,138.0,38.9
3.737,363.0,-2.4,116.4,39.5,135.8,39.5
3.792,363.4,0.7,144.0,37.9,144.6,38.0
3.826,363.8,1.2,174.3,35.1,156.7,35.0
3.861,363.4,-1.1,171.6,34.5,156.5,34.2
3.884,362.8,-2.6,156.5,35.7,150.8,35.4
3.918,362.4,-1.2,150.8,36.5,148.6,36.2
3.953,362.0,-1.2,149.2,36.7,147.8,36.4
3.976,361.8,-0.9,150.1,36.7,148.0,36.5
4.011,361.4,-1.1,149.4,36.7,147.7,36.5
4.035,361.2,-0.8,150.3,36.7,148.0,36.5
4.059,361.0,-0.8,151.7,36.6,148.5,36.3
4.082,360.8,-0.9,152.6,36.5,148.9,36.2
4.103,360.6,-0.9,152.7,36.4,149.0,36.2
4.123,360.4,-1.0,152.6,36.4,148.9,36.2
4.144,360.2,-1.0,152.5,36.4,148.9,36.2
4.166,360.0,-0.9,152.7,36.4,149.0,36.2
4.199,359.8,-0.6,155.6,36.3,150.1,36.0
4.232,359.6,-0.6,158.7,36.0,151.4,35.7
4.266,359.4,-0.6,161.0,35.7,152.5,35.4
4.287,359.2,-0.9,160.3,35.7,152.4,35.4
4.317,359.0,-0.7,160.8,35.7,152.7,35.3
4.346,358.8,-0.7,161.5,35.7,153.1,35.2
4.366,358.6,-1.0,160.2,35.7,152.6,35.3
4.396,358.2,-1.4,155.3,36.1,150.7,35.6
4.413,358.0,-1.1,152.7,36.4,149.6,36.0
4.432,357.8,-1.1,152.1,36.5,149.3,36.1
4.602,357.2,-0.4,165.7,35.6,155.0,35.1
4.654,357.6,0.8,186.2,33.8,165.1,33.1
4.691,358.6,2.7,218.2,31.4,184.0,30.3
4.708,359.2,3.4,232.9,29.1,202.0,27.6
4.726,359.8,3.5,239.3,27.5,214.3,25.9
4.751,360.8,4.0,246.9,25.7,230.0,24.1
4.802,361.8,1.9,246.1,25.1,226.5,23.5
4.837,362.4,1.7,242.7,25.9,219.2,24.4
4.874,362.2,-0.5,230.3,27.9,197.7,26.4
4.894,362.0,-1.0,213.2,30.3,183.0,28.7
4.922,361.8,-0.7,202.2,31.7,177.0,30.1
4.942,362.0,1.0,204.7,32.1,178.6,30.5
4.961,362.2,1.0,209.3,31.6,181.5,29.9
4.989,363.0,2.9,225.8,30.3,193.9,28.5
5.007,363.6,3.4,235.7,28.4,210.3,26.4
5.024,364.2,3.6,241.8,26.9,222.1,25.0
5.041,364.8,3.4,246.7,25.7,231.3,23.8
5.111,364.4,-0.6,226.0,28.1,195.8,26.3
5.172,365.0,1.0,217.4,30.8,187.0,29.0
5.191,365.2,1.0,220.7,30.4,189.7,28.5
5.221,365.6,1.3,224.5,30.2,192.7,28.1
5.242,365.8,1.0,225.3,29.9,193.5,27.9
5.393,363.8,-1.3,176.9,33.0,165.0,31.4
5.416,363.6,-0.9,156.4,36.1,153.5,35.1
5.438,363.8,0.9,166.9,35.5,157.5,34.5
5.460,364.0,0.9,178.7,34.4,162.7,33.4
5.629,366.2,1.3,214.8,31.7,184.4,30.3
5.661,366.4,0.6,224.4,29.9,192.4,27.9
5.694,366.6,0.6,220.1,30.3,189.8,28.3
5.716,366.8,0.9,219.7,30.5,189.6,28.5
5.749,367.0,0.6,217.7,30.6,188.5,28.5
5.780,367.2,0.6,215.9,30.8,187.3,28.7
5.811,367.4,0.6,214.9,30.9,186.7,28.9
5.929,368.0,0.5,211.2,31.1,184.2,29.2
5.950,368.2,1.0,212.2,31.2,184.7,29.3
5.971,368.4,1.0,214.9,31.0,186.3,29.0
5.992,368.6,1.0,217.0,30.8,187.7,28.8
6.013,368.8,0.9,218.6,30.6,188.8,28.6
6.045,369.2,1.3,222.8,30.3,191.7,28.3
6.065,369.4,1.0,224.0,30.1,192.6,28.0
6.086,369.6,1.0,223.9,30.1,192.7,28.0
6.107,369.8,1.0,223.9,30.1,192.7,28.0
6.138,370.2,1.3,225.8,29.9,194.8,27.8
6.180,370.8,1.4,227.8,29.5,198.1,27.3
6.343,374.4,2.2,238.8,27.6,216.1,25.7
6.361,374.6,1.1,240.0,26.3,215.8,24.6
6.398,374.8,0.5,233.6,27.6,204.3,25.9
6.606,374.0,-0.4,196.9,31.2,174.9,29.6
6.628,373.8,-0.9,177.1,34.1,163.7,32.8
6.650,373.6,-0.9,172.5,34.6,161.3,33.3
6.670,373.8,1.0,179.9,34.3,164.4,33.0
6.690,374.4,3.1,206.6,32.7,178.2,31.4
6.707,375.0,3.3,225.9,30.7,191.2,29.2
6.725,376.0,5.9,240.8,28.2,218.3,26.5
6.740,377.0,6.3,254.6,25.0,248.7,23.2
6.761,378.8,8.7,275.0,20.5,281.0,18.9
6.774,380.0,9.6,296.0,15.9,281.0,14.6
6.795,381.6,7.5,296.9,14.1,281.0,13.0
6.816,383.0,6.8,294.7,14.3,281.0,13.6
6.848,385.6,7.9,298.8,14.0,281.0,13.3
6.859,386.4,7.3,297.9,13.6,281.0,12.9
6.874,387.4,6.6,294.3,14.2,281.0,13.5
6.887,388.2,6.6,293.1,14.7,281.0,14.1
6.898,389.2,8.9,299.8,14.1,281.0,13.4
6.910,390.2,8.1,300.7,13.3,281.0,12.5
6.922,391.0,6.8,296.6,13.6,281.0,12.9
6.934,392.0,8.2,299.6,13.8,281.0,13.0
6.947,393.0,7.6,298.8,13.5,281.0,12.7
6.977,394.0,3.3,278.6,16.3,281.0,15.9
6.996,394.4,2.2,265.1,20.0,257.8,19.9
7.009,394.6,1.5,258.6,21.8,242.8,21.6
7.024,394.4,-1.4,245.0,24.0,215.8,23.6
7.039,394.2,-1.3,234.7,26.7,199.3,26.0
7.112,392.0,-3.0,180.7,32.1,163.8,31.4
7.134,391.0,-4.5,132.2,37.6,143.2,37.0
7.158,389.6,-5.9,0.0,39.9,0.0,39.4
7.183,388.2,-5.5,0.0,41.9,0.0,41.5
7.313,381.4,-5.2,0.0,45.4,0.0,45.1
7.340,380.8,-2.2,32.3,47.4,114.0,47.5
7.367,380.6,-0.8,52.0,45.9,117.3,46.4
7.393,380.8,0.8,80.0,43.6,123.3,44.4
7.418,381.2,1.6,111.8,40.8,131.4,41.7
7.538,382.4,1.0,169.4,36.0,152.7,36.4
7.574,382.8,1.1,205.2,32.1,172.4,31.7
7.596,383.0,0.9,210.4,31.4,176.8,30.6
7.618,383.2,0.9,213.4,31.1,179.8,30.1
7.659,384.2,2.4,227.8,29.8,193.3,28.5
7.690,385.0,2.6,236.2,27.9,208.9,26.3
7.721,385.4,1.3,235.7,27.5,208.4,25.7
7.744,385.2,-0.9,227.7,28.8,195.0,27.1
7.838,384.2,-1.1,191.5,32.1,171.9,30.5
7.861,384.4,0.9,184.1,33.9,167.2,32.5
7.884,384.6,0.9,192.8,33.1,171.5,31.6
7.995,386.0,1.3,215.1,31.4,185.2,29.7
8.114,385.4,-0.5,196.4,31.8,175.1,30.1
8.140,385.2,-0.8,179.9,33.9,165.7,32.4
8.165,385.0,-0.8,175.1,34.3,163.0,32.9
8.203,384.6,-1.1,168.0,34.9,159.2,33.6
8.228,384.4,-0.8,165.1,35.3,157.4,34.2
8.253,384.6,0.8,174.5,34.8,161.3,33.7
8.275,385.0,1.8,190.9,33.4,169.1,32.3
8.297,385.6,2.8,211.8,31.7,180.7,30.4
8.326,386.4,2.7,228.8,29.7,195.9,28.2
8.365,387.8,3.6,242.2,27.1,221.2,25.3
8.384,388.4,3.1,248.8,25.1,233.8,23.4
8.410,389.4,3.8,254.0,24.0,244.4,22.4
8.436,390.4,3.9,259.5,22.7,254.8,21.4
8.483,392.4,4.2,265.9,21.3,266.3,20.5
8.534,393.4,2.0,256.2,22.2,240.3,21.6
8.657,395.6,1.8,244.2,25.2,219.7,24.1
8.676,395.8,1.1,237.9,26.8,210.3,25.3
8.696,396.0,1.0,235.3,27.4,206.1,25.9
8.800,396.4,0.4,223.9,29.3,192.0,27.6
8.876,397.0,0.8,216.8,30.8,187.2,28.8
8.895,397.6,3.2,229.5,29.9,200.3,27.8
8.920,398.6,4.0,238.7,27.7,217.4,25.6
8.937,399.2,3.6,246.8,25.8,232.9,23.7
8.953,399.8,3.6,251.1,24.7,240.9,22.8
8.977,400.6,3.3,253.6,23.9,244.2,22.2
8.995,400.8,1.1,248.3,24.2,229.8,22.7
9.014,401.0,1.0,243.2,25.4,219.2,24.0
9.034,400.8,-1.0,232.1,27.2,199.6,25.8
9.096,400.4,-0.6,213.5,30.3,183.3,28.8
9.117,400.2,-0.9,193.7,32.5,172.4,31.0
9.319,397.6,-1.3,159.7,35.0,155.0,34.0
9.340,397.8,1.0,158.1,36.3,152.3,35.7
9.391,398.4,1.2,183.0,34.3,163.4,33.6
9.422,398.8,1.3,202.5,32.3,174.1,31.4
9.443,399.0,1.0,208.9,31.5,178.4,30.4
9.474,399.2,0.6,210.5,31.3,180.4,30.0
9.495,399.4,1.0,213.1,31.1,182.6,29.6
9.525,399.6,0.7,213.8,31.0,183.7,29.4
9.545,399.4,-1.0,201.0,31.6,176.7,29.9
9.687,400.2,0.6,206.2,31.8,180.1,30.1
9.709,400.2,0.0,204.9,31.7,179.7,29.9
9.732,400.4,0.9,207.2,31.7,181.0,29.9
9.766,401.2,2.4,224.1,30.5,193.0,28.6
9.823,403.8,4.6,248.4,26.2,236.6,24.3
9.845,405.4,7.2,272.2,20.7,281.0,19.3
9.858,406.6,9.5,292.6,16.7,281.0,15.7
9.881,408.6,8.4,299.5,14.1,281.0,13.1
9.892,409.2,5.5,293.0,14.0,281.0,13.2
9.903,409.8,5.7,289.8,15.2,281.0,14.7
9.930,411.6,6.6,291.1,15.4,281.0,14.9
9.942,412.2,4.9,285.9,15.9,281.0,15.4
9.956,412.4,1.5,271.6,18.1,276.3,17.8
9.970,412.6,1.5,262.8,20.6,252.3,20.4
9.984,412.8,1.4,256.5,22.3,238.4,22.0
10.012,413.0,0.7,247.2,24.3,221.1,23.7
10.035,412.8,-0.9,234.9,27.0,200.9,26.1
10.226,405.4,-3.9,119.8,36.1,139.7,35.9
10.251,405.2,-0.8,82.2,43.1,124.0,43.8
10.289,405.0,-0.5,103.0,41.4,129.1,42.3
10.315,404.8,-0.8,116.3,39.9,132.7,40.9
10.355,404.4,-1.0,125.4,39.0,135.4,40.0
10.552,402.6,-0.9,143.1,37.6,142.4,38.2
10.576,402.8,0.8,161.8,36.0,150.6,36.2
10.648,403.2,0.6,182.0,34.2,160.5,34.1
10.672,403.4,0.8,195.4,32.8,168.4,32.2
10.708,403.8,1.1,206.1,32.0,175.4,31.1
10.731,404.4,2.6,222.4,30.6,186.5,29.4
10.774,406.4,4.6,243.3,27.0,222.2,25.5
10.795,407.0,2.9,251.9,24.1,239.0,22.6
10.815,407.6,2.9,252.9,23.9,240.0,22.5
11.023,416.2,4.1,267.2,21.9,266.4,21.2
11.040,416.8,3.5,267.9,20.2,264.4,20.2
11.058,417.0,1.1,257.3,21.6,239.8,21.4
11.077,417.2,1.1,249.7,23.7,225.5,23.2
11.097,417.0,-1.0,239.4,26.0,207.3,25.3
11.129,416.8,-0.6,226.6,28.8,189.7,27.8
11.164,415.8,-2.9,187.4,32.2,167.6,31.0
11.189,415.2,-2.4,163.3,35.1,156.4,34.0
11.213,414.6,-2.4,148.6,36.5,150.0,35.6
11.278,413.0,-2.5,129.3,38.1,141.8,37.6
11.305,412.4,-2.3,117.9,39.4,137.0,39.2
11.331,412.2,-0.7,123.9,39.2,138.3,39.2
11.370,412.4,0.5,145.6,37.7,145.4,37.7
11.395,412.6,0.8,163.3,35.9,152.2,35.8
11.506,413.2,0.5,187.2,33.8,164.5,33.3
11.530,413.4,0.8,201.4,32.2,173.6,31.2
11.647,414.6,1.0,215.3,31.2,184.0,29.7
11.668,414.8,0.9,221.1,30.4,189.3,28.5
11.689,415.0,1.0,221.7,30.3,190.1,28.4
11.709,415.2,1.0,222.7,30.2,191.0,28.3
11.738,416.6,4.9,238.8,28.1,217.7,26.0
11.756,416.6,0.0,236.3,26.7,211.2,24.7
11.782,417.4,3.1,241.4,26.8,221.0,24.8
11.798,418.4,6.2,256.4,24.5,253.9,22.7
11.813,419.0,4.1,259.8,22.6,259.1,21.0
11.827,420.0,6.8,271.8,20.9,281.0,19.7
11.841,421.0,7.3,281.9,18.5,281.0,17.5
11.884,424.0,7.0,290.7,16.1,281.0,15.4
11.895,424.6,5.2,288.2,15.4,281.0,14.9
11.918,426.0,6.2,288.5,15.9,281.0,15.5
11.939,427.4,6.9,291.2,15.5,281.0,15.1
11.949,428.4,9.7,301.3,14.1,281.0,13.5
11.960,429.0,5.5,293.2,13.9,281.0,13.3
11.970,429.6,5.8,290.3,15.2,281.0,14.6
11.990,431.0,7.1,293.5,15.1,281.0,14.6
12.002,431.6,5.0,287.5,15.5,281.0,14.9
12.014,432.2,4.8,283.6,16.5,281.0,16.2
12.041,432.8,2.3,269.6,18.9,270.2,18.7
12.055,433.0,1.4,259.1,21.6,243.6,21.4
12.069,433.2,1.4,253.7,23.0,232.9,22.6
12.085,433.4,1.3,248.8,24.2,224.2,23.6
12.102,433.2,-1.1,236.7,26.1,203.4,25.3
12.131,432.4,-2.8,214.3,29.7,180.5,28.7
12.164,431.4,-3.0,173.4,33.6,160.5,32.6
12.189,430.4,-4.1,142.7,36.6,147.6,35.8
12.226,428.8,-4.2,110.7,39.4,135.7,38.9
12.265,427.4,-3.6,90.7,41.6,128.5,41.5
12.313,427.0,-0.8,102.6,41.3,130.7,41.6
12.336,427.2,0.9,125.5,39.3,137.1,39.8
12.368,427.6,1.2,152.6,37.1,146.3,37.6
12.389,427.8,0.9,169.4,35.3,153.1,35.6
12.410,428.0,1.0,180.7,34.2,158.5,34.3
12.441,428.2,0.6,190.1,33.3,164.0,33.2
12.462,428.4,0.9,197.5,32.6,168.7,32.2
12.484,428.6,0.9,203.4,32.1,172.8,31.4
12.519,428.8,0.6,206.2,31.7,175.9,30.8
12.542,429.0,0.9,209.4,31.5,178.8,30.3
12.691,430.8,1.2,222.9,30.5,190.4,28.8
12.725,431.0,0.6,223.8,29.9,192.3,27.9
12.929,431.6,0.3,207.6,31.1,181.9,29.2
12.952,431.4,-0.9,194.3,32.5,173.8,30.7
12.974,431.6,0.9,197.2,32.6,175.2,30.9
12.996,431.8,0.9,203.0,32.1,178.4,30.4
13.018,432.4,2.7,219.6,31.0,188.5,29.1
13.085,433.2,1.2,226.0,29.9,194.4,27.8
13.106,433.4,0.9,226.1,29.7,195.0,27.6
13.175,435.2,2.6,236.1,28.1,212.2,26.1
13.221,437.6,5.2,258.8,23.7,258.7,22.1
13.251,439.6,6.7,279.9,18.9,281.0,18.0
13.266,441.2,10.4,303.3,14.8,281.0,14.0
13.281,442.2,7.1,297.8,13.2,281.0,12.3
13.301,444.0,8.6,301.9,13.3,281.0,12.5
13.313,445.2,10.3,308.9,12.1,281.0,11.1
13.325,446.0,6.8,299.5,12.4,281.0,11.5
13.336,447.0,9.2,303.7,13.0,281.0,12.2
13.346,447.8,7.5,300.1,12.9,281.0,12.1
13.356,448.6,7.9,299.9,13.3,281.0,12.6
13.367,449.4,7.8,299.5,13.4,281.0,12.6
13.377,450.4,10.0,305.9,12.7,281.0,11.9
13.390,451.4,7.6,300.8,12.6,281.0,11.7
13.400,452.2,8.0,300.5,13.2,281.0,12.4
13.422,453.6,6.3,293.9,14.1,281.0,13.4
13.434,454.0,3.3,281.7,16.2,281.0,15.7
13.447,454.4,3.1,274.9,18.2,281.0,17.9
13.461,455.0,4.3,273.8,19.0,280.9,19.0
13.498,456.2,3.2,267.2,20.1,262.5,20.0
13.526,456.0,-0.7,247.6,23.5,220.4,23.1
13.541,455.8,-1.3,233.2,27.1,197.0,26.4
13.558,455.6,-1.2,225.4,29.1,186.5,28.1
13.584,455.4,-0.8,212.1,30.7,179.8,29.6
13.603,455.2,-1.1,196.8,32.0,172.4,30.8
13.622,455.0,-1.0,187.9,32.9,168.1,31.7
13.642,454.8,-1.0,180.9,33.6,164.7,32.4
13.661,454.6,-1.0,175.3,34.2,162.0,33.0
13.700,454.0,-1.6,163.9,35.1,156.7,34.0
13.719,453.8,-1.0,158.7,35.8,154.1,34.9
13.750,453.6,-0.7,160.0,35.8,154.3,35.0
13.843,451.2,-2.6,132.1,37.6,142.7,37.1
14.016,445.6,-3.2,87.5,41.5,126.0,42.0
14.043,445.0,-2.2,76.0,43.4,121.0,44.6
14.110,444.4,-0.9,98.5,41.7,126.3,43.1
14.148,444.0,-1.0,117.7,39.8,131.6,41.2
14.174,443.8,-0.8,126.7,38.9,134.5,40.3
14.202,443.6,-0.7,134.2,38.2,137.2,39.5
14.316,442.8,-0.7,147.6,37.1,143.1,38.0
14.343,443.0,0.7,165.4,35.7,151.2,36.1
14.550,445.6,1.3,212.2,32.3,179.8,31.5
14.572,446.2,2.7,231.5,28.9,202.6,27.0
14.602,447.2,3.4,240.5,27.1,219.5,25.2
14.621,447.4,1.0,239.2,26.5,215.7,24.5
14.640,448.4,5.2,251.7,25.5,241.9,23.6
14.659,449.0,3.2,253.7,23.9,243.9,22.2
14.677,449.6,3.3,255.5,23.4,246.4,22.0
14.695,450.2,3.4,257.2,23.0,248.6,21.8
14.713,450.8,3.4,258.6,22.7,250.5,21.6
14.738,451.6,3.2,258.7,22.5,249.6,21.6
14.754,452.2,3.6,260.3,22.3,252.4,21.5
14.794,453.4,3.0,258.7,22.4,247.9,21.6
14.825,454.4,3.2,258.6,22.6,247.5,21.8
14.872,455.6,2.5,255.3,23.0,240.0,22.2
14.889,455.8,1.2,248.7,24.2,226.6,23.3
14.906,456.0,1.2,244.6,25.2,219.2,24.2
14.941,456.0,0.0,234.7,27.1,202.7,25.9
14.960,455.8,-1.0,222.5,29.3,187.0,28.0
14.980,455.6,-1.0,210.7,30.9,180.7,29.5
15.009,455.4,-0.7,197.7,32.1,174.0,30.7
15.040,455.2,-0.6,188.3,33.1,169.2,31.6
15.244,455.8,0.3,195.6,32.9,173.2,31.4
15.275,456.0,0.7,202.5,32.1,177.4,30.5
15.304,456.2,0.7,205.9,31.8,179.6,30.1
15.324,456.4,1.0,210.9,31.4,182.7,29.7
15.352,456.8,1.4,217.5,30.9,187.1,29.1
15.372,457.0,1.0,220.9,30.4,189.6,28.5
15.391,457.2,1.0,222.1,30.3,190.7,28.4
15.411,457.4,1.0,223.0,30.2,191.5,28.2
15.430,457.6,1.0,223.7,30.2,192.1,28.1
15.449,457.8,1.1,224.3,30.1,192.7,28.0
15.468,458.0,1.1,224.9,30.0,193.2,27.9
15.496,458.2,0.7,222.7,30.1,191.8,28.0
15.514,458.4,1.1,223.2,30.2,192.3,28.1
15.533,458.6,1.1,224.3,30.1,193.1,28.0
15.552,458.8,1.1,224.9,30.0,193.6,27.9
15.571,459.0,1.0,225.1,30.0,193.8,27.8
15.599,459.2,0.7,222.7,30.1,192.2,28.0
15.618,459.4,1.1,223.1,30.2,192.5,28.1
15.665,459.6,0.4,217.3,30.5,188.6,28.4
15.695,459.8,0.7,214.7,30.9,186.7,28.9
15.726,460.0,0.7,214.2,31.0,186.3,28.9
15.746,460.2,1.0,215.9,30.9,187.4,28.8
15.778,460.4,0.6,215.5,30.8,187.0,28.8
15.852,460.8,0.5,212.7,31.0,185.3,29.0
15.873,461.0,0.9,213.8,31.1,185.8,29.1
15.905,461.2,0.6,213.8,31.0,185.8,29.0
15.926,461.4,1.0,215.4,30.9,186.8,28.9
16.001,461.8,0.5,213.1,31.0,185.4,29.0
16.022,462.0,0.9,213.9,31.1,185.8,29.1
16.053,462.2,0.6,214.1,31.0,186.0,29.0
16.114,462.6,0.7,213.7,31.0,185.7,29.0
16.135,462.8,1.0,215.5,30.9,186.9,28.9
16.155,462.6,-1.0,205.6,31.4,180.9,29.5
16.175,462.8,1.0,206.3,31.8,181.1,29.9
16.195,463.4,3.0,225.9,30.7,194.3,28.7
16.224,464.2,2.8,232.2,28.9,205.4,26.8
16.430,468.8,2.2,242.1,26.8,220.8,24.9
16.454,469.6,3.3,248.8,25.0,232.5,23.5
16.525,471.0,2.0,246.1,25.1,225.5,23.6
16.541,471.2,1.3,241.9,26.0,217.2,24.5
16.556,471.4,1.3,239.7,26.5,213.5,25.0
16.572,471.6,1.2,237.8,26.9,210.3,25.4
16.725,471.2,-0.3,209.1,30.0,182.1,28.5
16.803,470.8,-0.5,183.6,33.5,167.2,32.0
16.822,470.6,-1.0,174.4,34.3,162.3,32.9
16.843,470.8,1.0,182.4,34.0,165.8,32.8
16.975,471.6,0.6,199.3,32.6,175.0,31.2
16.996,471.8,1.0,209.1,31.5,181.3,29.9
17.016,471.6,-1.0,200.8,31.9,176.8,30.2
17.054,471.8,0.5,201.0,32.2,176.9,30.6
17.072,472.2,2.2,215.1,31.5,185.3,29.7
17.090,472.4,1.1,218.1,30.8,187.4,28.9
17.116,472.6,0.8,217.8,30.6,187.5,28.8
17.143,472.8,0.7,217.3,30.7,187.6,28.7
17.161,473.0,1.1,219.8,30.6,189.3,28.6
17.179,473.2,1.1,221.7,30.4,190.7,28.4
17.197,473.4,1.1,223.2,30.2,191.9,28.2
17.224,473.6,0.7,221.6,30.3,191.0,28.2
17.259,473.8,0.6,218.0,30.5,188.7,28.5
17.277,474.0,1.1,219.7,30.6,189.8,28.5
17.303,474.4,1.5,224.6,30.2,193.4,28.1
17.320,474.6,1.2,226.0,29.8,195.1,27.7
17.337,474.8,1.2,226.3,29.7,195.6,27.6
17.355,475.0,1.1,226.4,29.7,195.9,27.5
17.373,475.2,1.1,226.5,29.7,196.0,27.5
17.391,475.4,1.1,226.6,29.7,196.1,27.5
17.409,475.6,1.1,226.7,29.6,196.3,27.5
17.427,475.8,1.1,226.8,29.6,196.5,27.4
17.444,476.0,1.1,226.9,29.6,196.7,27.4
17.471,476.2,0.8,225.7,29.8,194.7,27.6
17.489,476.4,1.1,225.7,29.9,194.7,27.7
17.507,476.6,1.1,225.8,29.8,194.9,27.7
17.536,476.8,0.7,224.0,30.0,192.9,27.8
17.554,477.0,1.1,224.1,30.1,193.1,28.0
17.582,477.4,1.5,226.3,29.8,195.9,27.7
17.607,477.8,1.6,228.4,29.4,199.2,27.2
17.624,478.0,1.2,228.8,29.2,199.9,27.0
17.640,478.2,1.2,228.8,29.2,199.7,27.0
17.656,478.4,1.2,228.9,29.1,199.7,27.0
17.679,478.8,1.8,230.6,28.9,202.5,26.8
17.700,479.2,1.9,232.6,28.4,205.9,26.3
17.906,485.0,2.8,248.2,26.0,231.9,24.3
17.918,485.6,4.9,258.9,23.1,252.1,22.0
17.937,486.6,5.2,267.3,21.5,271.5,20.6
17.994,489.4,4.9,274.1,19.6,280.6,19.3
18.010,490.4,6.4,282.5,17.9,281.0,18.0
18.021,491.2,7.0,287.5,16.7,281.0,16.6
18.035,492.2,7.2,291.9,15.6,281.0,15.4
18.048,493.4,9.3,301.5,14.1,281.0,13.6
18.061,494.4,7.5,298.9,13.3,281.0,12.6
18.074,495.4,8.0,300.0,13.5,281.0,12.7
18.086,496.6,10.3,307.9,12.5,281.0,11.6
18.098,497.6,8.1,302.9,12.1,281.0,11.2
18.110,498.8,10.3,308.8,12.0,281.0,11.1
18.121,500.0,11.0,312.5,11.0,281.0,9.9
18.136,501.2,7.9,302.1,11.7,281.0,10.8
18.146,501.8,5.9,295.0,13.7,281.0,13.0
18.157,503.8,18.1,333.2,10.2,30.0,9.4
18.175,506.4,14.4,318.2,7.6,281.0,6.8
18.187,507.8,11.3,314.4,9.7,281.0,8.8
