dist_km,ele,grade_pct,asym_power,asym_speed,gordon_power,gordon_speed
123.230,196.0,-8.1,0.0,52.5,0.0,52.5
123.321,191.0,-5.5,0.0,52.3,0.0,52.3
123.355,190.0,-2.9,22.5,50.9,106.3,51.0
123.387,189.8,-0.6,26.7,48.7,110.7,49.3
123.416,190.2,1.4,62.9,45.4,118.5,46.4
123.456,192.6,6.1,154.4,38.7,144.6,39.9
123.481,194.0,5.7,219.5,31.5,175.1,32.3
123.517,194.8,2.2,233.9,28.4,193.7,28.4
123.553,194.6,-0.6,224.4,29.1,185.9,28.4
123.578,194.0,-2.3,196.7,31.8,171.1,30.8
123.606,192.6,-5.1,0.0,34.5,0.0,33.6
123.635,190.6,-6.9,0.0,37.9,0.0,37.2
123.666,187.6,-9.8,0.0,42.8,0.0,42.2
123.714,183.4,-8.7,0.0,48.4,0.0,48.0
123.799,177.8,-6.6,0.0,51.7,0.0,51.5
123.831,176.4,-4.3,22.5,51.7,104.4,51.8
123.926,174.8,-1.7,31.8,48.4,110.8,49.3
123.955,174.2,-2.0,56.9,45.2,115.8,46.8
124.027,173.0,-1.7,76.8,43.6,119.7,45.4
124.057,172.4,-2.0,89.4,42.2,122.5,44.1
124.134,170.8,-2.1,95.1,41.7,124.1,43.6
124.211,169.2,-2.1,100.0,41.2,125.6,43.0
124.242,168.6,-1.9,103.1,40.9,126.7,42.6
124.273,167.6,-3.2,96.0,41.2,125.0,42.9
124.305,166.6,-3.2,87.9,42.0,122.9,43.7
124.353,165.4,-2.5,86.4,42.3,122.3,44.1
124.384,164.8,-1.9,90.5,42.1,123.3,43.9
124.413,164.6,-0.7,103.4,41.2,126.6,43.0
124.442,164.4,-0.7,116.4,39.9,130.3,41.7
124.515,163.0,-1.9,117.2,39.5,131.2,41.1
124.544,162.4,-2.0,114.8,39.8,130.9,41.2
124.574,161.4,-3.3,104.1,40.4,128.1,41.8
124.605,160.4,-3.3,93.5,41.5,125.2,42.8
124.635,159.8,-1.9,94.4,41.7,125.3,43.1
124.666,158.8,-3.3,88.7,41.9,123.7,43.4
124.842,155.0,-2.2,94.3,41.8,124.8,43.3
124.943,154.0,-1.0,117.9,39.9,131.4,41.4
124.971,153.4,-2.1,124.5,38.8,134.1,40.1
125.000,152.8,-2.1,120.4,39.2,133.2,40.4
125.029,152.6,-0.7,126.9,39.0,135.3,40.1
125.057,152.4,-0.7,134.9,38.2,138.1,39.2
125.170,151.8,-0.5,151.0,36.9,144.9,37.6
125.198,151.0,-2.9,143.5,36.8,143.6,37.1
125.266,149.4,-2.3,125.8,38.5,137.7,38.9
125.333,148.8,-0.9,130.2,38.7,138.6,39.1
125.361,148.2,-2.2,130.0,38.3,138.6,38.7
125.459,146.0,-2.2,117.3,39.3,134.3,39.9
125.487,145.4,-2.1,110.5,40.1,131.8,40.9
125.618,144.2,-0.9,129.9,38.9,137.6,39.6
125.693,143.8,-0.5,150.3,36.9,145.4,37.3
125.730,143.0,-2.2,143.4,36.9,143.7,37.2
125.754,142.8,-0.8,142.8,37.4,143.6,37.6
125.849,143.4,0.6,172.9,35.3,156.3,35.2
125.955,145.8,2.3,223.9,30.5,190.6,29.5
125.982,146.6,2.9,240.4,27.0,216.7,25.3
125.999,147.2,3.5,246.8,25.7,229.7,24.0
126.024,148.2,4.1,253.2,24.2,243.1,22.7
126.039,148.8,3.8,258.1,23.0,252.4,21.6
126.055,149.4,3.9,260.7,22.4,256.8,21.2
126.070,150.0,4.1,263.1,21.8,261.0,20.8
126.131,152.2,3.6,263.4,21.5,258.4,20.8
126.143,152.8,5.0,267.6,21.0,268.0,20.5
126.155,153.4,5.2,271.2,20.1,277.0,19.8
126.166,154.0,5.6,274.9,19.3,281.0,19.1
126.181,154.8,5.3,277.5,18.6,281.0,18.5
126.195,155.6,5.5,279.9,18.1,281.0,18.1
126.209,156.4,5.9,282.5,17.5,281.0,17.5
126.222,157.2,6.1,285.0,17.0,281.0,16.9
126.235,158.0,6.2,286.7,16.5,281.0,16.3
126.247,158.8,6.8,289.6,16.0,281.0,15.7
126.269,159.8,4.4,282.1,16.7,281.0,16.5
126.286,160.6,4.6,278.3,17.9,281.0,17.8
126.297,161.0,3.9,275.5,18.5,281.0,18.5
126.307,161.4,3.8,273.4,19.0,278.6,19.1
126.323,162.2,5.0,275.5,19.0,281.0,19.2
126.413,167.2,5.6,282.4,17.8,281.0,17.9
126.425,167.6,3.3,277.1,17.7,281.0,17.6
126.436,168.0,3.4,272.9,18.9,277.6,18.9
126.450,168.6,4.5,273.4,19.3,278.3,19.4
126.480,170.0,4.6,274.2,19.1,279.8,19.3
126.509,170.8,2.8,266.5,20.1,259.5,20.2
126.523,171.0,1.4,257.8,22.0,240.3,21.8
126.537,171.2,1.4,252.5,23.3,230.3,22.9
126.560,171.4,0.9,246.2,24.8,219.4,24.2
126.584,171.6,0.8,239.9,26.3,209.8,25.4
126.602,171.4,-1.2,229.4,28.0,193.7,26.9
126.629,171.2,-0.7,219.3,30.0,184.9,28.7
126.648,171.0,-1.0,201.8,31.5,175.7,30.1
126.667,170.8,-1.0,191.9,32.5,170.7,31.1
126.687,170.2,-3.1,169.6,33.9,159.9,32.7
126.707,169.4,-3.9,151.1,36.0,151.8,34.9
126.729,168.8,-2.7,136.4,37.6,145.6,36.7
126.752,168.2,-2.7,126.5,38.5,141.4,37.9
126.775,166.4,-7.6,0.0,40.6,0.0,40.1
126.800,165.0,-5.7,0.0,43.1,0.0,42.7
126.825,164.4,-2.4,71.2,43.8,123.8,43.5
126.878,162.4,-3.8,63.2,44.2,120.4,44.5
126.905,161.0,-5.1,0.0,45.3,0.0,45.9
126.932,159.4,-5.9,0.0,46.6,0.0,47.1
126.960,158.0,-5.0,0.0,47.6,0.0,48.1
126.989,156.6,-4.9,22.5,48.3,109.5,49.0
127.018,155.6,-3.4,22.5,48.4,109.1,49.5
127.096,153.0,-3.3,28.3,47.7,109.5,49.3
127.129,151.2,-5.6,0.0,47.8,0.0,49.6
127.161,149.4,-5.6,0.0,48.9,0.0,50.4
127.194,147.6,-5.5,0.0,49.9,0.0,50.9
127.226,146.2,-4.3,22.5,50.3,105.8,51.0
127.275,144.8,-2.9,22.5,49.4,107.5,50.4
127.307,144.2,-1.9,30.3,47.7,110.4,49.2
127.339,144.0,-0.6,55.3,45.7,114.9,47.5
127.546,140.8,-1.5,97.3,42.1,124.7,43.9
127.576,139.4,-4.7,95.7,40.9,125.0,42.5
127.591,138.6,-5.3,0.0,42.5,0.0,44.0
127.614,137.6,-4.4,70.7,43.4,119.1,45.0
127.629,137.4,-1.3,75.3,43.6,119.9,45.3
127.644,136.6,-5.3,0.0,43.7,0.0,45.3
127.659,136.0,-4.0,61.8,44.3,116.9,45.9
127.674,135.2,-5.3,0.0,44.9,0.0,46.4
127.689,134.2,-6.6,0.0,45.8,0.0,47.2
127.704,133.6,-4.0,38.6,46.5,112.1,47.9
127.742,132.4,-3.2,41.7,46.4,112.2,48.1
127.764,131.4,-4.4,38.1,46.5,111.1,48.4
128.073,131.4,0.0,139.4,40.3,139.9,41.3
128.087,130.0,-10.2,0.0,35.8,0.0,35.7
128.198,124.4,-5.0,0.0,40.9,0.0,40.8
128.242,121.6,-6.4,0.0,45.7,0.0,45.6
128.272,119.8,-6.0,0.0,48.0,0.0,48.0
128.378,115.0,-4.5,22.5,49.3,107.6,49.7
128.440,112.2,-4.5,22.5,49.9,105.9,50.9
128.504,108.6,-5.7,0.0,50.6,0.0,51.1
128.567,104.8,-6.0,0.0,51.4,0.0,51.5
128.598,102.6,-7.0,0.0,51.9,0.0,52.0
128.629,100.8,-5.8,0.0,52.1,0.0,52.1
128.661,99.4,-4.4,22.5,51.5,104.5,51.7
128.693,97.6,-5.6,0.0,51.2,0.0,51.5
128.902,87.4,-4.9,22.5,51.0,104.8,51.4
129.106,77.4,-4.9,22.5,50.8,104.7,51.5
129.178,74.8,-3.6,22.5,50.1,106.3,51.0
129.207,74.2,-2.1,22.6,48.7,108.8,49.9
129.408,71.4,-1.4,79.5,44.1,120.5,45.7
129.443,71.0,-1.1,117.0,39.8,130.3,41.6
129.465,70.8,-0.9,124.0,39.1,132.6,40.8
129.488,70.2,-2.6,119.8,39.2,131.8,40.8
129.524,68.6,-4.4,96.2,40.8,125.7,42.3
129.548,66.8,-7.5,0.0,43.4,0.0,44.8
129.573,65.2,-6.5,0.0,45.8,0.0,46.9
129.617,62.8,-5.5,0.0,47.5,0.0,48.5
129.629,62.0,-6.3,0.0,31.1,0.0,31.1
129.640,62.2,1.9,207.1,31.9,171.6,31.8
129.650,62.4,2.0,213.4,31.3,175.7,31.1
129.662,63.0,4.8,229.3,30.0,189.6,29.6
129.674,64.0,8.2,245.6,27.2,219.2,26.5
129.689,65.2,8.5,264.5,23.3,264.0,22.5
129.699,66.0,7.5,274.5,20.1,281.0,19.4
129.710,66.6,5.9,278.0,18.6,281.0,18.1
129.721,67.2,5.1,278.6,18.2,281.0,17.8
129.731,67.6,4.0,276.1,18.4,281.0,18.2
129.741,68.0,4.0,274.2,18.9,281.0,18.8
129.752,68.6,5.8,277.5,18.7,281.0,18.7
129.762,69.2,5.9,280.2,18.0,281.0,18.0
129.773,69.8,5.4,281.0,17.6,281.0,17.7
129.786,70.4,4.9,279.9,17.7,281.0,17.7
129.802,71.6,7.1,288.1,16.9,281.0,16.8
129.814,72.6,8.4,295.8,15.1,281.0,14.8
129.828,73.4,5.8,290.6,14.9,281.0,14.4
129.839,73.8,3.9,283.3,16.2,281.0,15.9
129.849,74.2,3.8,278.7,17.6,281.0,17.3
129.862,74.4,1.6,268.5,19.2,266.9,19.1
129.872,75.0,5.9,273.4,19.8,280.7,19.7
129.885,75.8,6.1,278.9,18.6,281.0,18.6
129.896,76.6,7.3,285.7,17.3,281.0,17.2
129.907,77.2,5.2,284.0,16.7,281.0,16.6
129.917,77.6,3.9,279.3,17.4,281.0,17.3
129.934,77.8,1.2,265.4,19.5,258.3,19.4
129.946,78.2,3.2,264.0,21.2,255.2,21.0
129.956,78.6,3.9,264.7,21.3,257.8,21.0
129.968,79.2,5.0,268.5,20.8,268.0,20.5
129.980,79.6,3.4,267.0,20.5,263.6,20.3
129.992,80.4,6.4,274.8,19.8,281.0,19.7
130.007,81.4,7.0,283.5,18.0,281.0,17.9
130.018,82.0,5.5,283.4,17.0,281.0,16.9
130.028,82.8,7.4,289.0,16.4,281.0,16.2
130.041,83.6,6.6,290.2,15.7,281.0,15.4
130.052,84.2,5.0,285.9,16.0,281.0,15.7
130.064,84.8,5.1,283.6,16.7,281.0,16.5
130.074,85.4,5.9,284.7,16.9,281.0,16.6
130.085,86.0,5.5,284.3,16.8,281.0,16.6
130.096,86.4,3.8,279.3,17.4,281.0,17.2
130.106,87.0,5.6,280.9,17.8,281.0,17.7
130.117,87.4,3.7,276.6,18.1,281.0,18.0
130.129,87.8,3.3,272.4,19.0,276.2,19.0
130.141,88.0,1.6,264.7,20.3,255.5,20.3
130.154,88.0,0.0,254.6,22.3,233.1,22.1
130.174,89.0,4.9,261.3,22.5,250.6,22.1
130.185,89.4,3.6,263.5,21.5,256.7,21.0
130.202,90.2,4.9,268.4,20.9,269.1,20.5
130.213,90.6,3.6,267.5,20.5,265.8,20.2
130.224,91.0,3.6,266.6,20.7,263.1,20.4
130.236,91.2,1.7,260.7,21.4,248.3,21.1
130.253,91.0,-1.2,245.3,23.8,216.7,23.3
130.266,91.2,1.5,243.5,25.7,214.7,25.0
130.280,91.6,2.8,245.5,25.7,219.9,24.8
130.313,91.8,0.6,238.5,26.5,208.5,25.4
130.324,91.6,-1.7,229.2,28.3,194.0,27.0
130.379,91.2,-0.7,209.7,30.6,180.2,29.3
130.391,91.0,-1.7,190.8,32.6,170.4,31.2
130.402,90.8,-1.8,182.8,33.4,166.4,32.0
130.416,90.6,-1.4,176.2,34.1,163.1,32.7
130.439,90.4,-0.8,173.0,34.5,161.5,33.3
130.491,90.0,-0.8,168.6,34.9,159.0,33.8
130.508,90.2,1.2,178.2,34.7,163.0,33.6
130.519,90.4,1.8,187.3,33.8,167.3,32.7
130.596,90.0,-0.5,180.6,33.8,164.3,32.7
130.610,89.8,-1.4,172.0,34.5,160.2,33.4
130.621,90.0,1.9,181.5,34.3,164.5,33.2
130.641,89.8,-1.0,177.2,34.1,162.5,33.0
130.651,90.0,2.0,185.1,34.0,166.2,32.9
130.662,90.4,3.9,201.7,32.8,174.6,31.7
130.672,90.6,1.9,208.4,31.8,178.6,30.5
130.727,93.2,4.7,241.9,27.7,220.3,26.3
130.748,94.0,4.0,256.1,23.4,249.1,21.9
130.759,94.4,3.4,258.1,22.7,251.7,21.4
130.770,94.8,3.7,259.6,22.5,254.0,21.3
130.781,95.2,3.7,260.7,22.2,255.5,21.2
130.803,96.6,6.4,271.9,20.5,278.4,19.7
130.822,97.4,4.1,273.2,19.1,281.0,18.7
130.834,97.8,3.5,270.7,19.6,273.1,19.4
130.844,98.2,3.7,269.6,20.0,269.4,19.9
130.855,98.6,3.7,268.7,20.2,266.7,20.1
130.866,99.0,3.7,268.0,20.4,264.9,20.3
130.877,99.4,3.6,267.2,20.5,263.1,20.4
130.888,100.2,7.4,276.7,19.6,281.0,19.5
130.898,101.0,7.5,284.5,17.7,281.0,17.6
130.908,101.2,2.0,274.9,17.9,281.0,17.8
130.921,101.8,4.8,275.5,18.8,281.0,18.9
130.946,103.2,5.5,279.1,18.3,281.0,18.4
130.957,103.8,5.8,281.8,17.6,281.0,17.7
130.968,104.6,7.4,288.0,16.7,281.0,16.7
130.991,105.8,5.1,284.0,16.5,281.0,16.5
131.043,108.2,4.6,278.1,17.8,281.0,17.8
131.056,108.6,3.1,271.7,19.1,273.4,19.2
131.074,108.4,-1.1,251.5,21.9,226.4,21.8
131.089,108.2,-1.3,239.6,25.4,206.0,25.0
131.120,108.4,0.6,234.6,27.5,200.1,26.7
131.130,108.6,2.0,234.2,28.1,201.0,27.0
131.141,108.6,0.0,231.2,28.3,196.8,27.1
131.170,107.8,-2.7,204.8,30.7,176.7,29.4
131.190,107.0,-4.2,164.7,34.0,157.3,32.9
131.221,105.2,-5.7,0.0,37.0,0.0,36.0
131.261,103.8,-3.5,109.6,39.7,135.6,39.1
131.286,102.4,-5.7,0.0,41.7,0.0,41.3
131.312,101.0,-5.3,0.0,43.3,0.0,43.0
131.341,99.6,-4.9,55.3,44.7,119.4,44.7
131.370,98.2,-4.7,42.6,45.9,115.4,46.3
131.401,96.2,-6.5,0.0,47.5,0.0,48.0
131.434,94.6,-4.9,22.5,48.8,108.2,49.5
131.479,91.6,-6.6,0.0,50.2,0.0,50.8
131.512,89.4,-6.7,0.0,51.5,0.0,51.8
131.569,86.0,-5.9,0.0,51.8,0.0,51.9
131.594,84.2,-7.3,0.0,52.0,0.0,52.1
131.632,80.4,-10.0,0.0,53.2,0.0,53.2
131.659,77.4,-11.3,0.0,54.6,0.0,54.6
131.714,73.8,-6.5,0.0,54.2,0.0,54.2
131.742,72.4,-4.9,22.5,52.7,102.6,52.8
131.772,70.6,-6.1,0.0,52.1,0.0,52.3
131.862,64.2,-7.1,0.0,52.4,0.0,52.4
131.892,63.2,-3.4,22.5,51.9,104.3,52.1
131.920,62.6,-2.1,22.5,50.3,107.0,50.8
131.947,62.0,-2.2,22.5,48.9,109.1,49.7
131.972,61.8,-0.8,36.8,47.2,112.4,48.4
132.079,62.8,0.9,112.0,41.4,130.3,42.7
132.271,61.8,-0.5,162.7,35.8,149.9,36.4
132.289,61.6,-1.1,164.0,35.3,152.9,35.1
132.363,62.0,0.5,181.1,34.3,161.2,33.9
132.431,63.2,1.8,213.6,31.6,180.5,30.6
132.447,63.8,3.7,232.7,29.1,202.1,27.6
132.486,64.6,2.1,235.8,27.8,208.3,26.2
132.508,64.8,0.9,234.3,27.8,205.9,26.0
132.523,65.0,1.4,233.2,28.1,204.4,26.4
132.545,65.4,1.8,234.1,28.0,206.3,26.2
132.568,65.8,1.7,235.1,27.8,208.1,26.0
132.698,65.4,-0.3,209.1,30.3,182.7,28.5
132.729,65.6,0.6,198.0,32.5,175.4,30.9
132.798,66.0,0.6,203.7,32.0,178.6,30.3
132.829,66.2,0.7,207.6,31.6,181.0,29.9
132.878,66.6,0.8,211.7,31.3,183.6,29.5
132.898,66.8,1.0,215.9,30.9,186.5,29.1
132.912,67.0,1.5,220.0,30.6,189.2,28.7
132.932,67.4,2.0,225.8,30.0,194.0,28.0
132.945,67.6,1.6,227.8,29.5,197.4,27.4
132.958,67.8,1.5,228.6,29.3,198.8,27.2
132.978,68.0,1.0,228.0,29.3,197.8,27.2
132.991,68.2,1.6,228.9,29.2,199.4,27.2
133.016,68.4,0.8,227.5,29.3,197.1,27.3
133.029,68.6,1.5,228.1,29.4,198.1,27.3
133.041,68.8,1.6,229.1,29.2,199.7,27.1
133.060,69.0,1.0,228.4,29.2,198.6,27.1
133.086,69.6,2.3,232.2,28.7,205.3,26.6
133.099,69.8,1.5,233.5,28.1,207.3,26.0
133.118,70.0,1.1,232.0,28.3,204.4,26.2
133.135,70.2,1.2,231.3,28.5,203.1,26.5
133.147,70.4,1.8,232.2,28.5,204.5,26.5
133.158,71.0,5.2,240.6,27.5,220.7,25.4
133.175,71.8,4.8,250.0,25.5,240.2,23.4
133.191,72.8,6.1,262.2,23.1,268.3,21.3
133.202,73.4,5.8,268.0,21.1,280.7,19.7
133.220,74.0,3.2,265.1,20.8,265.9,19.7
133.232,74.8,6.5,273.5,20.2,281.0,19.5
133.243,75.0,2.0,267.4,19.9,267.5,19.4
133.253,75.0,0.0,258.3,21.6,243.6,21.1
133.264,76.6,13.7,289.4,19.1,281.0,18.6
133.276,77.6,8.3,296.1,14.9,281.0,14.3
133.287,78.8,11.4,309.1,12.8,281.0,11.8
133.298,78.8,0.0,279.9,14.6,281.0,13.8
133.309,80.0,11.1,298.2,15.8,281.0,15.3
133.320,80.6,5.7,292.5,14.4,281.0,13.8
133.330,81.6,9.9,302.0,14.0,281.0,13.3
133.361,84.2,8.2,301.5,13.0,281.0,12.2
133.373,85.0,6.9,297.3,13.5,281.0,12.7
133.384,85.8,7.1,296.2,14.1,281.0,13.4
133.397,86.6,6.4,293.4,14.5,281.0,13.9
133.407,87.2,5.7,290.1,15.2,281.0,14.6
133.419,88.6,12.3,310.1,13.3,281.0,12.5
133.429,89.2,5.6,296.5,12.6,281.0,11.7
133.440,90.2,9.2,302.3,13.5,281.0,12.7
133.455,91.4,8.3,302.0,12.9,281.0,12.0
133.465,92.0,6.0,295.2,13.7,281.0,12.9
133.477,92.6,5.0,288.1,15.2,281.0,14.6
133.489,93.8,10.2,301.7,14.5,281.0,13.8
133.501,94.8,8.4,302.4,12.9,281.0,12.1
133.513,95.8,8.3,302.0,12.9,281.0,12.0
133.526,96.8,7.3,298.3,13.3,281.0,12.5
133.537,97.6,7.2,297.1,13.9,281.0,13.1
133.550,98.4,6.5,294.0,14.3,281.0,13.7
133.562,99.4,8.2,298.4,14.2,281.0,13.5
133.573,100.0,5.4,291.4,14.5,281.0,13.8
133.585,101.0,8.1,296.8,14.7,281.0,14.0
133.595,101.6,6.0,292.8,14.5,281.0,13.9
133.608,102.4,6.5,292.0,15.0,281.0,14.5
133.620,102.8,3.3,281.5,16.3,281.0,15.8
133.631,103.6,7.4,287.7,16.8,281.0,16.4
133.643,104.2,4.9,284.2,16.5,281.0,16.2
133.658,105.6,9.0,297.9,15.3,281.0,14.9
133.670,106.6,8.4,300.6,13.5,281.0,12.8
133.681,107.2,5.3,292.1,14.1,281.0,13.5
133.693,108.0,6.6,292.1,15.1,281.0,14.5
133.704,108.8,7.3,294.2,14.9,281.0,14.3
133.716,109.8,8.5,299.3,14.1,281.0,13.4
133.728,110.8,8.6,301.8,13.2,281.0,12.4
133.740,111.6,6.8,296.8,13.5,281.0,12.7
133.751,112.4,7.1,295.9,14.1,281.0,13.5
133.761,113.0,6.0,292.2,14.7,281.0,14.0
133.773,113.8,6.7,292.4,15.1,281.0,14.5
133.789,114.0,1.3,272.4,17.3,278.9,16.9
133.800,115.0,9.0,285.9,18.0,281.0,17.8
133.811,115.4,3.6,279.5,17.2,281.0,17.0
133.823,115.8,3.3,274.0,18.5,281.0,18.5
133.836,116.2,3.2,270.2,19.5,269.8,19.6
133.847,116.6,3.4,268.1,20.2,264.4,20.2
133.858,117.0,3.7,267.5,20.5,263.4,20.4
133.871,117.2,1.5,260.5,21.3,246.4,21.2
133.883,118.4,10.1,280.1,19.9,281.0,19.7
133.895,119.0,4.9,279.5,17.8,281.0,17.7
133.905,119.4,4.0,276.7,18.2,281.0,18.1
133.918,120.0,4.6,276.3,18.6,281.0,18.6
133.931,120.6,4.8,276.5,18.6,281.0,18.7
133.944,121.0,3.2,271.7,19.1,273.3,19.2
133.957,121.2,1.5,263.4,20.6,251.8,20.6
133.976,122.2,5.2,270.2,20.7,270.7,20.7
133.989,122.8,4.7,271.9,19.8,275.2,19.8
133.999,123.2,3.9,270.9,19.7,271.9,19.7
134.010,123.6,3.6,269.2,20.0,267.4,20.0
134.022,123.8,1.7,263.0,20.9,251.6,20.8
134.039,124.4,3.6,263.2,21.5,253.7,21.3
134.050,125.2,6.8,272.4,20.5,278.9,20.3
134.066,126.2,6.3,279.9,18.6,281.0,18.5
134.078,127.0,6.6,284.7,17.3,281.0,17.2
134.090,127.8,6.7,288.0,16.4,281.0,16.2
134.102,128.6,7.1,291.2,15.7,281.0,15.4
134.113,129.4,6.8,292.0,15.2,281.0,14.8
134.126,130.2,6.4,291.3,15.2,281.0,14.8
134.138,131.0,6.7,292.0,15.2,281.0,14.7
134.150,131.8,6.4,291.1,15.2,281.0,14.7
134.164,132.8,7.5,294.6,14.9,281.0,14.4
134.177,133.6,5.8,290.4,15.0,281.0,14.5
134.191,134.4,6.0,289.1,15.6,281.0,15.2
134.231,136.4,5.0,282.8,16.7,281.0,16.4
134.249,137.4,5.5,282.2,17.4,281.0,17.3
134.286,139.2,4.9,279.5,17.7,281.0,17.6
134.300,139.8,4.2,276.3,18.3,281.0,18.4
134.315,140.6,5.4,278.7,18.3,281.0,18.4
134.330,141.4,5.3,280.0,17.9,281.0,18.0
134.345,142.2,5.3,280.8,17.7,281.0,17.8
134.355,142.8,5.9,282.8,17.4,281.0,17.4
134.377,143.8,4.7,279.9,17.6,281.0,17.6
134.387,144.2,3.7,275.7,18.4,281.0,18.4
134.398,144.6,3.7,273.2,19.0,277.6,19.1
134.409,144.8,1.8,266.1,20.1,258.3,20.2
134.421,145.0,1.7,260.4,21.5,245.4,21.4
134.434,145.2,1.6,255.6,22.7,235.9,22.4
134.454,145.4,1.0,248.1,24.0,222.5,23.5
134.467,145.6,1.5,245.6,25.2,218.9,24.4
134.488,146.0,1.9,244.6,25.6,218.3,24.7
134.511,145.8,-0.9,234.7,27.1,201.8,26.0
134.527,145.6,-1.3,223.7,29.3,187.0,28.1
134.543,145.4,-1.3,209.6,30.8,179.4,29.4
134.625,143.8,-1.9,172.4,33.8,161.0,32.7
134.641,144.0,1.2,167.3,35.7,157.7,34.7
134.666,143.8,-0.8,165.8,35.2,156.9,34.3
134.690,143.6,-0.8,164.1,35.4,156.0,34.5
134.730,143.8,0.5,175.5,34.8,160.9,33.9
134.765,143.6,-0.6,176.3,34.2,161.4,33.3
134.783,143.4,-1.1,170.9,34.6,159.0,33.7
134.811,143.0,-1.5,163.8,35.2,155.9,34.3
134.838,143.2,0.7,172.3,35.0,159.4,34.2
134.855,143.4,1.1,185.4,34.0,165.5,33.1
134.874,143.6,1.1,193.7,33.2,169.9,32.2
134.892,143.8,1.1,200.5,32.5,173.9,31.4
134.919,143.6,-0.7,192.6,32.6,170.2,31.4
134.955,143.4,-0.6,184.9,33.4,166.6,32.2
134.989,143.2,-0.6,179.5,33.9,164.0,32.7
135.021,143.8,1.9,197.2,33.1,173.0,31.8
135.066,145.4,3.5,229.9,29.7,199.3,28.1
135.077,146.0,5.8,245.2,26.5,228.0,24.6
135.091,146.8,5.6,255.1,24.4,250.0,22.6
135.116,148.0,4.8,262.5,22.3,265.3,20.8
135.129,149.0,7.8,277.6,19.8,281.0,18.7
135.139,150.0,9.6,291.2,16.8,281.0,15.9
135.150,151.0,9.3,299.9,14.3,281.0,13.3
135.167,152.0,5.8,291.5,14.3,281.0,13.5
135.179,152.4,3.4,281.8,16.3,281.0,15.9
135.214,154.6,6.3,287.1,16.7,281.0,16.3
135.236,156.4,8.0,295.9,14.9,281.0,14.4
135.247,157.0,5.7,292.3,14.5,281.0,13.9
135.258,157.4,3.6,283.3,16.1,281.0,15.6
135.268,157.8,3.9,278.9,17.5,281.0,17.3
135.278,158.4,5.8,281.1,17.8,281.0,17.6
135.288,158.8,3.9,277.5,17.9,281.0,17.8
135.299,159.4,5.8,280.2,18.0,281.0,18.0
135.310,160.2,6.9,285.7,17.1,281.0,17.1
135.321,161.2,9.4,296.6,15.3,281.0,15.1
135.331,162.2,9.5,303.4,13.3,281.0,12.8
135.342,162.8,5.5,294.1,13.6,281.0,13.0
135.354,163.4,5.3,289.1,15.2,281.0,14.7
135.365,163.8,3.6,281.1,16.6,281.0,16.3
135.377,166.2,20.2,337.3,11.3,30.0,11.1
135.387,165.2,-9.5,0.0,10.6,0.0,10.6
135.398,166.0,7.3,291.3,15.7,281.0,15.6
135.410,166.6,5.3,287.4,15.7,281.0,15.5
135.422,167.6,7.8,293.5,15.5,281.0,15.1
135.434,168.0,3.6,283.5,15.9,281.0,15.6
135.445,168.4,3.4,277.2,17.7,281.0,17.5
135.456,170.0,15.4,309.8,14.8,281.0,14.3
135.466,170.4,4.0,292.6,13.1,281.0,12.4
135.478,171.2,6.8,292.8,15.0,281.0,14.5
135.489,171.8,5.3,288.2,15.5,281.0,15.0
135.501,172.2,3.3,279.3,17.0,281.0,16.6
135.513,173.2,8.8,290.9,16.6,281.0,16.4
135.524,174.4,10.5,304.3,13.9,281.0,13.3
135.540,175.4,6.1,293.7,13.6,281.0,12.9
135.552,176.0,5.3,288.7,15.3,281.0,14.8
135.566,177.0,7.2,292.3,15.5,281.0,15.0
135.577,177.6,5.2,287.8,15.6,281.0,15.1
135.589,178.6,8.4,295.5,15.2,281.0,14.7
135.600,179.2,5.5,290.5,14.9,281.0,14.4
135.611,180.0,7.1,292.6,15.2,281.0,14.7
135.623,180.8,6.7,292.5,15.0,281.0,14.5
135.634,181.2,3.7,283.7,16.0,281.0,15.5
135.646,182.0,6.7,287.5,16.5,281.0,16.2
135.658,183.0,8.5,295.7,15.2,281.0,14.8
135.670,184.4,11.3,310.2,12.7,281.0,11.9
135.681,185.4,9.1,306.9,11.4,281.0,10.4
135.691,186.0,5.9,297.0,12.9,281.0,12.1
135.703,186.8,6.6,294.5,14.3,281.0,13.6
135.716,187.4,4.9,287.5,15.3,281.0,14.8
135.726,187.8,3.9,281.6,16.8,281.0,16.4
135.739,188.0,1.5,269.8,18.7,271.1,18.5
135.750,188.2,1.8,263.8,20.7,254.9,20.5
135.762,188.4,1.6,258.1,22.0,242.2,21.7
135.776,188.6,1.5,253.6,23.1,233.1,22.7
135.790,189.0,2.7,253.4,23.7,234.2,23.1
135.801,189.2,1.8,251.2,23.9,230.1,23.2
135.812,189.0,-1.9,241.3,25.3,211.2,24.5
135.826,189.2,1.4,239.8,26.5,209.9,25.6
135.844,189.8,3.4,244.8,26.2,220.9,25.1
135.855,197.4,25.0,313.5,18.0,281.0,15.9
135.866,197.0,-3.7,272.4,14.9,281.0,13.2
135.876,196.8,-2.0,257.4,21.1,241.6,20.7
135.916,195.6,-3.0,222.7,27.0,188.3,26.3
135.933,195.0,-3.6,184.2,32.4,164.7,31.5
135.950,194.0,-5.8,0.0,34.7,0.0,33.9
135.997,191.2,-6.0,0.0,38.3,0.0,37.6
