dist_km,power,speed_kmh,time_sec
0.014487021893694897,160.5609593257632,9.730091491699218,5.359998810061941
0.050980548894655586,235.90438598588554,22.47113781738281,11.139273957307436
0.08114609035517399,217.99923834034928,27.305146362304686,15.107026875822996
0.11914102057835049,208.28612163115903,29.845719360351563,19.680113482076553
0.13991610485257508,186.06320855979013,31.432341796874997,22.058366460154176
0.15579313848479803,170.42282140616948,32.30720837402344,23.82754813671029
0.19132949963507376,150.60133236626177,33.46381164550781,27.646530688344928
0.2105198898427975,111.24210788228355,34.93675085449218,29.623972867657443
0.27040686960746785,136.08038572607114,35.92035791015625,35.622221621654695
0.38830805838016424,130.22023836528192,36.51348779296875,47.23079487616677
0.40904867786769744,135.3844269243351,36.72602600097657,49.263857661355935
0.42825931875536455,135.42934153733532,36.60740002441406,51.15304692771954
0.44713469710790776,135.7463755653713,36.53820153808594,53.01278164942787
0.4666343279505893,97.49306480877193,36.99787719726563,54.91015188662736
0.4874166041414221,95.42115533566249,37.877686523437504,56.885022746839745
0.5080976519376013,89.70528938069842,38.59932788085937,58.81352377459565
0.5973191579951463,113.83721407723044,38.460930908203125,67.17679176001906
0.6203144679188891,126.79945690128247,37.77388879394532,69.3686401065074
0.8254334373658893,166.91319105822672,35.73253344726563,90.37143904845604
0.9342374031849054,150.80460378996247,34.67972790527344,101.62558715796344
0.955519159298176,173.13154403686525,34.90215161132813,103.8216178065156
1.0353060495572768,214.97322271728518,31.73384948730469,112.98365490531685
1.054894045851133,228.2966202392578,29.193276489257812,115.399169542183
1.1083403060142476,195.2419742687501,30.641501953125,121.65185708555394
1.1310126568855217,137.37313435301104,32.91516650390625,124.1296279304864
1.1663343448385717,129.27375576272857,34.67972790527344,127.79265386556172
1.1913731566585664,117.26877641008562,36.03404113769531,130.29325820675825
1.2295518027570063,103.3642513622504,37.195587158203125,133.98600220442515
1.281912323743838,71.22567222847385,39.22211425781251,138.78313480149328
1.3201259199530162,85.18386629747454,40.482515258789064,142.1817860286608
1.4949624330327447,74.09754428687141,40.90264892578125,157.53064395369216
1.5225447166431592,99.46262245561334,40.798851196289064,159.96547020960725
1.550346444646909,110.8772638551817,39.657076171875005,162.49015725017912
1.658685459946819,114.70180643446992,38.49058740234375,172.6467850516653
1.6833896757085691,129.4747572224191,37.60583532714844,175.01204969949433
1.7077773140641115,155.05961791992192,36.61728552246094,177.4112494815757
1.743250799475731,152.92866322098672,35.69299145507812,180.98987444253257
1.7659102464169891,148.42054382697398,35.52988073730469,183.2858013883719
1.8730941416099516,157.61314594246318,35.258029541015624,194.24456591460967
1.897947553952734,154.75091318706706,35.02077758789063,196.79922098433212
1.9955688154815456,158.80603735012716,34.99112109375,206.84623374967973
2.020146999036913,155.05898832137268,34.97135009765625,209.37616929960882
2.1392830302512222,162.58160020835015,34.847781372070315,221.6948540674076
2.1634371139065833,156.90889065327087,34.753869140625,224.19669479425318
2.363639737528838,123.53078376830852,36.25152209472657,243.8713848653561
2.389347311470125,131.8685401649569,37.42295361328126,246.34490888555197
2.4678520103237207,114.3629649881344,37.51686584472657,253.87171588406204
2.5599195898126976,133.38096288160452,37.22524365234375,262.79520362385233
2.58518041013445,140.93960708681328,36.46900305175781,265.28914518687486
2.641102778836067,177.4873416137696,34.83789587402343,271.08923109457197
2.660683139144685,210.66554443359382,32.30720837402343,273.2710753534434
2.6800617945059972,214.11311187744147,31.12589135742187,275.5123978106745
2.6990823377037136,216.89340820312506,30.849097412109373,277.7320399154999
2.717859844752631,229.3642540283203,29.880318603515626,279.99436603969826
2.7632117780976113,240.84131726074216,27.211234130859374,286.0287171413558
2.789692061328745,248.73735882568363,24.96228332519531,289.8509440554819
2.8247273219907125,245.8236082763672,25.071023803710936,294.87437487621685
2.842916953484234,248.75960119628908,25.16493603515625,297.47651434858415
2.861174441753263,247.82542163085938,24.828829101562498,300.12371762585707
2.8870103278203714,244.7559744873047,25.372531494140624,303.78652511023984
2.91258384935791,241.84222393798828,26.10405834960937,307.31180017617686
2.947337843226538,217.52750545106423,27.878505249023437,311.7877213349245
2.966223647064451,166.74798803917906,30.28068127441406,314.03301077211876
2.9973980414382027,97.1879122358535,33.22161694335937,317.40499896418555
3.069472744771229,63.52429615552827,38.26816369628906,324.14697024013094
3.245675166193357,30.31536295851932,44.20934802246094,338.34301615858254
3.266261664161725,40.391168299428486,46.39898583984375,339.9406326018898
3.476885042385905,133.14077270507815,40.042610595703124,359.67558059465506
3.508423533859532,189.25726272583012,33.61209411621094,363.0569524295703
3.5392366441241254,198.04299911499018,32.54446032714844,366.4665271358534
3.5599761702158874,174.6741701214949,32.633429809570316,368.75381051285257
3.593101300846464,175.58376435549746,33.2512734375,372.33887679219464
3.6627240424550185,117.58918249337756,35.27780053710938,379.41125581828265
3.687086060358479,105.30331573914978,37.39823986816407,381.75580658162613
3.7118982329863797,100.82628501847239,38.0358544921875,384.1037921636285
3.7368414581097626,96.89892061995158,38.544957641601556,386.4331468559045
3.792221869741424,152.6870983886719,37.096732177734374,391.82605849704123
3.8258172729156907,180.3047085571289,34.48201794433594,395.3376693162152
3.860830053371361,157.6373400042221,33.958086547851565,399.0474592815162
3.883669248497192,121.49911501598115,35.015834838867185,401.39444358650337
3.917904712490209,140.72417308311898,35.77701818847656,404.8388609911355
3.952584897918252,139.29036931103417,35.96978540039063,408.3095578926825
3.9760423509465403,144.4332299582843,35.99449914550781,410.6556627897146
4.0113862229568555,139.28619360621633,36.00932739257813,414.1888948099332
4.03517209785822,144.41538808914834,36.019212890625,416.56637802535386
